CYCLE_NUMBER,PRES_ADJUSTED,LATITUDE,LONGITUDE,TIME,SCALE_RES_ROB_ABS_SAL,SCALE_RES_ROB_AOU,VALUE_ABS_SAL,VALUE_AOU,AOU_gradient_sign_change,AOU_second_derivative_check,ABS_SAL_gradient_sign_change,ABS_SAL_second_derivative_check,WMO
149,260,54.2911,-15.304,2023-12-30,3.0525487201077603,-5.988069851525811,35.68213663392564,13.331115941771097,TRUE,TRUE,TRUE,FALSE,1902304
149,460,54.2911,-15.304,2023-12-30,2.1458237752992733,-6.794274179890499,35.57918579375183,40.492644019811294,TRUE,TRUE,TRUE,FALSE,1902304
150,220,54.2612,-16.1974,2024-01-09,2.547222931971168,-5.058788344530486,35.68543834343554,12.869134732537566,TRUE,TRUE,TRUE,FALSE,1902304
150,420,54.2612,-16.1974,2024-01-09,2.740789598692129,-3.0744593517494514,35.56617475719955,50.14197095378042,TRUE,TRUE,TRUE,FALSE,1902304
151,380,54.2477,-16.829,2024-01-19,3.2201313623623657,-6.300116914006285,35.653611428049516,14.870363417929138,TRUE,TRUE,TRUE,FALSE,1902304
155,380,54.6582,-19.2434,2024-03-01,2.355526516018493,-10.084380468061855,35.59124644297657,20.26297044826826,TRUE,TRUE,TRUE,FALSE,1902304
159,700,56.3245,-18.9868,2024-04-10,6.102618129176092,-8.369300648442112,35.49179838649273,31.342889794381392,TRUE,TRUE,TRUE,FALSE,1902304
161,660,56.5093,-18.9121,2024-04-30,4.9356609527150574,-9.997784618536045,35.5008221855111,21.290687826050664,TRUE,TRUE,TRUE,FALSE,1902304
171,660,60.6462,-19.5828,2024-08-08,2.185359839913658,-9.70218068547906,35.40504050573039,40.491941717848576,TRUE,TRUE,TRUE,FALSE,1902304
172,580,60.5847,-19.7548,2024-08-18,6.188758135482252,-8.950532785205052,35.41831955484222,30.916629158399555,TRUE,TRUE,TRUE,FALSE,1902304
174,220,60.4149,-17.6773,2024-09-07,4.963134069211998,-4.972056458757781,35.52881321776506,21.46077867799602,TRUE,TRUE,TRUE,FALSE,1902304
175,460,60.5466,-16.7806,2024-09-17,2.6486689763945113,-3.73346075863205,35.46302600940973,25.60640018248207,TRUE,TRUE,TRUE,FALSE,1902304
175,580,60.5466,-16.7806,2024-09-17,2.2184986556109427,-9.233694851908387,35.4096417840476,35.67910222780819,TRUE,TRUE,TRUE,FALSE,1902304
2,340,18.183,-37.862,2022-01-28,3.7614482760628674,-3.3940547878919665,35.94152562578053,161.51369999757534,TRUE,TRUE,TRUE,FALSE,1902380
3,300,18.304,-37.694,2022-02-07,3.234573116921544,-4.631588870122915,36.01593226976694,158.27070663084078,TRUE,TRUE,TRUE,FALSE,1902380
3,340,18.304,-37.694,2022-02-07,2.9401360709158126,-4.9727016354979074,35.935702954282704,161.77428087751107,TRUE,TRUE,TRUE,FALSE,1902380
5,340,18.624,-37.272,2022-02-27,4.811047702133998,-6.688468520656285,36.00449410464901,153.7866522163537,TRUE,TRUE,TRUE,FALSE,1902380
27,380,18.095,-38.745,2022-10-05,2.251262115755503,-5.238834991774634,35.979495204695816,124.35344764252139,TRUE,TRUE,TRUE,FALSE,1902380
28,580,17.93,-39.008,2022-10-15,3.8430596367470344,-2.505469430009362,35.47275144644982,168.11140460388998,TRUE,TRUE,TRUE,FALSE,1902380
4,460,16.346,-33.522,2022-02-16,2.5125335158637387,-2.911096341759142,35.505364237658526,180.3444509553767,TRUE,FALSE,TRUE,FALSE,1902381
14,340,16.075,-33.646,2022-05-27,2.5689965729387936,-3.03615887059721,35.7814321209522,164.80160179870768,TRUE,TRUE,TRUE,FALSE,1902381
19,300,16.723,-35.58,2022-07-16,6.41990190551095,-2.147533984885835,35.76704936218994,190.3405147830172,TRUE,TRUE,TRUE,FALSE,1902381
20,300,16.5,-35.694,2022-07-26,3.511275848336593,-2.345132556942198,35.799808794766044,187.58826237427667,TRUE,FALSE,TRUE,FALSE,1902381
41,500,15.942,-37.727,2023-02-21,2.0143568658834616,-1.9696161226886606,35.431373522846656,183.23682615957628,TRUE,TRUE,TRUE,FALSE,1902381
45,420,16.7979,-37.7246,2023-04-02,4.281602062415283,-3.3054060489827024,35.74036931560922,160.8794388167059,TRUE,TRUE,TRUE,FALSE,1902381
53,340,17.0711,-34.8968,2023-06-21,3.7309965892038517,-5.322462054407409,35.88577130515226,149.73780765439545,TRUE,TRUE,TRUE,FALSE,1902381
101,780,16.909,-34.0881,2024-10-13,-2.8720968164385168,-2.3967015488178194,35.0137604378199,183.75023725491985,TRUE,TRUE,TRUE,FALSE,1902381
16,220,17.982,-30.989,2022-06-15,-5.303006549154297,-4.70894099068855,36.310109566512466,107.72608428532449,TRUE,TRUE,TRUE,FALSE,1902382
35,780,17.783,-31.355,2022-12-22,-2.2128867070689187,-1.9690912125240314,35.11053460391624,188.2244284999702,TRUE,TRUE,TRUE,FALSE,1902382
42,300,19.044,-30.8,2023-03-02,2.5720747245344078,-4.872998002352971,36.024034293193594,139.56242142024016,TRUE,FALSE,TRUE,FALSE,1902382
43,300,18.9375,-31.0469,2023-03-12,-2.0456360885553884,-2.1572262037708367,36.06972925701859,136.72913589895086,TRUE,TRUE,TRUE,FALSE,1902382
46,380,18.6227,-31.7018,2023-04-11,4.557580722777636,-8.68229836760942,35.85827892512785,149.48021681755841,TRUE,TRUE,TRUE,FALSE,1902382
55,380,19.3701,-31.2035,2023-07-10,4.504869760047837,-8.110838206973435,35.78943974778606,157.2298105536426,TRUE,TRUE,TRUE,FALSE,1902382
75,380,18.2943,-30.7691,2024-01-26,3.226712012718016,-4.308776368264275,35.84000419591313,143.09683845322164,TRUE,TRUE,TRUE,FALSE,1902382
79,340,19.6006,-30.3127,2024-03-06,3.209474701600859,-4.790833551455713,35.94278834550273,142.38162763718105,TRUE,TRUE,TRUE,FALSE,1902382
80,340,19.159300000000002,-30.289,2024-03-16,4.150862624227303,-6.390370083293169,35.898202829899894,150.63027730148448,TRUE,FALSE,TRUE,FALSE,1902382
81,300,18.9851,-30.4114,2024-03-26,4.40276987813443,-6.952142572888864,35.97382231155125,140.80367997978428,TRUE,TRUE,TRUE,FALSE,1902382
90,380,17.8489,-29.362,2024-06-23,2.5480209225085293,-6.577518195607219,35.85530851454551,126.45307749709752,TRUE,FALSE,TRUE,FALSE,1902382
91,380,18.4563,-29.3493,2024-07-03,5.244134431480969,-6.933986062909425,35.912971133359854,121.96686817002183,TRUE,TRUE,TRUE,FALSE,1902382
92,340,18.7273,-29.51,2024-07-13,2.1543945376858606,-4.609702690903026,35.95467072961685,131.84440615634182,TRUE,TRUE,TRUE,FALSE,1902382
92,380,18.7273,-29.51,2024-07-13,4.80915932180022,-6.9408989211672525,35.91547702519348,131.46504293234358,TRUE,TRUE,TRUE,FALSE,1902382
9,700,21.346,-60.256,2022-04-12,5.20936569335507,-2.2731170775134064,35.578769983380376,128.25992551011706,TRUE,TRUE,TRUE,FALSE,1902383
16,580,20.29,-38.965,2022-06-18,2.615302443254453,-4.300463852150819,35.74455178696658,128.52625770289805,TRUE,TRUE,TRUE,FALSE,1902384
1,220,-0.9638,64.6365,2023-06-01,-2.007136895297549,-2.958448208519247,35.26867052203053,146.70455192304453,TRUE,TRUE,TRUE,FALSE,1902453
1,260,-0.9638,64.6365,2023-06-01,-2.512963014098187,-3.5143690531607246,35.21609843434278,149.92442025387993,TRUE,FALSE,TRUE,FALSE,1902453
2,220,-1.1311,65.0139,2023-06-11,3.888991601981965,-2.1309763776775172,35.30593715708634,156.5711079115594,TRUE,FALSE,TRUE,FALSE,1902453
2,260,-1.1311,65.0139,2023-06-11,-3.9052670788643282,-8.126052774211201,35.208248549188646,149.0457547668343,TRUE,TRUE,TRUE,FALSE,1902453
2,420,-1.1311,65.0139,2023-06-11,-2.8765739173262235,-2.1110783756938014,35.13717570721091,181.17978239994645,TRUE,TRUE,TRUE,FALSE,1902453
3,380,-0.8311,64.5613,2023-06-21,-2.3772665988103903,-5.930589475356899,35.15479950846336,160.64818668302092,TRUE,TRUE,TRUE,FALSE,1902453
8,460,-0.3526,62.6307,2023-08-10,-2.7934929861037783,-2.511837131039313,35.13209262740677,193.0174668715968,TRUE,TRUE,TRUE,FALSE,1902453
9,300,-1.2002,63.3391,2023-08-20,-3.5731278179248056,-3.0211675524635826,35.16503992870299,162.92049640076362,TRUE,TRUE,TRUE,FALSE,1902453
9,460,-1.2002,63.3391,2023-08-20,-3.403490254836761,-4.402258845577664,35.129172394356075,188.25318933272283,TRUE,TRUE,TRUE,FALSE,1902453
11,540,-1.565,66.277,2023-09-09,-2.391699614143864,-2.0017905082388534,35.12851802113329,208.34141163412176,TRUE,TRUE,TRUE,FALSE,1902453
12,580,-1.4117,67.2685,2023-09-19,-7.090609252635165,-3.2957524413283084,35.06090207440227,199.5212083243996,TRUE,TRUE,TRUE,FALSE,1902453
13,540,-1.3713,67.8903,2023-09-29,-2.8425031391199087,-2.3463163300817853,35.03943477115851,176.3518119160243,TRUE,FALSE,TRUE,FALSE,1902453
13,580,-1.3713,67.8903,2023-09-29,-4.295110765362469,-5.8373449206345684,35.019735964771044,177.0425864977037,TRUE,TRUE,TRUE,FALSE,1902453
14,460,-1.2552,68.5718,2023-10-09,-2.6853988431025204,-4.754292171546429,35.15863111184855,194.95552031478746,TRUE,TRUE,TRUE,FALSE,1902453
19,260,1.1987,67.8702,2023-11-28,-2.437552777891325,-2.1882737782420145,35.24715302674422,175.415346838998,TRUE,FALSE,TRUE,FALSE,1902453
24,260,-0.2538,65.1567,2024-01-17,-3.7893432598093644,-5.31715105099223,35.18651255423744,151.35694253861465,TRUE,FALSE,TRUE,FALSE,1902453
24,380,-0.2538,65.1567,2024-01-17,-1.9905883481796613,-6.068605256818118,35.13766153848171,165.256159407547,TRUE,FALSE,TRUE,FALSE,1902453
26,260,0.4524,65.2805,2024-02-06,-2.0682471269304536,-3.2109646699829417,35.23298862370033,160.22021044281686,TRUE,TRUE,TRUE,FALSE,1902453
28,500,-0.4002,65.9095,2024-02-26,-2.9676945233774146,-2.0548404003511713,35.146873843784874,206.77135118651108,TRUE,TRUE,TRUE,FALSE,1902453
28,540,-0.4002,65.9095,2024-02-26,-4.077675311411536,-2.706914079585617,35.13744231837059,209.75315231383402,TRUE,TRUE,TRUE,FALSE,1902453
29,580,-0.2914,66.9181,2024-03-07,-3.0261600801309183,-3.126934960785127,35.13457623524668,208.8778340702288,TRUE,FALSE,TRUE,FALSE,1902453
30,580,-0.406,68.1517,2024-03-17,-3.0408600948740605,-3.023926081042763,35.10664867486049,203.0512859198492,TRUE,TRUE,TRUE,FALSE,1902453
32,500,-1.8404,70.1473,2024-04-06,-3.689845443642254,-4.310149839058733,35.025774950811396,169.22357367831762,TRUE,TRUE,TRUE,FALSE,1902453
34,420,-1.4527,71.4983,2024-04-26,-7.975661065676414,-8.605089351745912,35.05377666768,166.76613543403755,TRUE,FALSE,TRUE,FALSE,1902453
36,380,-1.993,71.5785,2024-05-16,-9.86719717560959,-14.422814067446371,35.04922066909259,158.31679001497145,TRUE,FALSE,TRUE,FALSE,1902453
36,420,-1.993,71.5785,2024-05-16,-7.790111698951124,-5.993625994913859,35.04412536642214,171.83611307229074,TRUE,TRUE,TRUE,FALSE,1902453
37,380,-2.105,71.7971,2024-05-26,-4.425361749404689,-7.624687147594194,35.06503356894,165.44074781209878,TRUE,FALSE,TRUE,FALSE,1902453
37,420,-2.105,71.7971,2024-05-26,-5.180391439390241,-8.351915292413459,35.028838635265785,167.80156460583157,TRUE,TRUE,TRUE,FALSE,1902453
38,620,-2.1895,72.3677,2024-06-05,-5.053626087846659,-4.517938514333592,35.08813602637741,212.2742239502031,TRUE,TRUE,TRUE,FALSE,1902453
41,420,-1.3469,75.5431,2024-07-05,-4.330921000162014,-4.967930805174657,35.08893853876749,168.25863483551862,TRUE,TRUE,TRUE,FALSE,1902453
42,380,-1.0174,76.2716,2024-07-15,-3.7990433769093266,-7.201676794256441,35.11932752670143,175.16274942037623,TRUE,TRUE,TRUE,FALSE,1902453
43,380,-1.2381,77.138,2024-07-25,-2.735309652049656,-4.231285430123646,35.086002064000546,168.06550823290027,TRUE,TRUE,TRUE,FALSE,1902453
2,300,3.6956,66.0978,2023-06-13,-4.836906316191898,-3.419094372437292,35.251517984593214,177.61540802650046,TRUE,TRUE,TRUE,FALSE,1902454
3,220,3.5362,65.7434,2023-06-23,5.37048251784673,-13.000688663519133,35.37114959328255,165.0424975683247,TRUE,TRUE,TRUE,FALSE,1902454
3,340,3.5362,65.7434,2023-06-23,-2.5450365997627697,-1.9850216566312864,35.25477244841247,185.7065899740106,TRUE,TRUE,TRUE,FALSE,1902454
9,300,3.3867,65.5641,2023-08-22,-3.0187736483391876,-3.2945217774368643,35.26952405233143,183.73768972070712,TRUE,TRUE,TRUE,FALSE,1902454
10,260,3.8498,65.7732,2023-09-01,-3.237544201893292,-5.429698918606656,35.27963034731579,182.4838785972225,TRUE,TRUE,TRUE,FALSE,1902454
11,300,3.9745,65.8135,2023-09-11,-2.4703571762379872,-5.2922299633312875,35.26539265928657,185.0310190370005,TRUE,TRUE,TRUE,FALSE,1902454
13,420,3.6725,65.0485,2023-10-01,-2.7391246358930275,-4.154584225574712,35.25508602148786,193.73120853150132,TRUE,TRUE,TRUE,FALSE,1902454
23,420,3.3717,63.8285,2024-01-09,-4.275204432429447,-3.92910427910268,35.18730234107071,193.0880797560675,TRUE,TRUE,TRUE,FALSE,1902454
24,300,2.9426,63.2357,2024-01-19,-5.310723107662568,-10.589510806150335,35.157663416512634,156.0722557540954,TRUE,TRUE,TRUE,FALSE,1902454
25,300,2.4554,62.2341,2024-01-29,-7.345249276550003,-7.690418586849676,35.155117837058725,165.23453022981548,TRUE,TRUE,TRUE,FALSE,1902454
28,340,2.0684,62.1482,2024-02-28,-2.9718553284215505,-5.549472982674599,35.182675767835775,164.07955054631785,TRUE,FALSE,TRUE,FALSE,1902454
29,380,2.237,62.4597,2024-03-09,-2.6327057436545793,-4.820256685121726,35.17143386424096,163.38439179721055,TRUE,FALSE,TRUE,FALSE,1902454
29,420,2.237,62.4597,2024-03-09,-5.433998443714266,-7.425544905192905,35.12967102998424,167.8044213219604,TRUE,TRUE,TRUE,FALSE,1902454
30,260,2.3667,61.8815,2024-03-19,-2.029025376020803,-7.927571893655155,35.27303944041252,144.85997328438287,TRUE,TRUE,TRUE,FALSE,1902454
30,500,2.3667,61.8815,2024-03-19,-5.1462464820506355,-2.9389204369530995,35.20796941114634,198.7243934018661,TRUE,TRUE,TRUE,FALSE,1902454
30,540,2.3667,61.8815,2024-03-19,-6.971086224640354,-4.932251602624836,35.20197918554043,202.6792498052644,TRUE,FALSE,TRUE,FALSE,1902454
31,340,2.7275,60.9543,2024-03-29,-4.564469073720231,-4.735699427334307,35.165991733317924,168.56059822887246,TRUE,TRUE,TRUE,FALSE,1902454
32,300,2.9053,60.0211,2024-04-08,-2.8889521230513204,-5.374347054663562,35.22315820210673,157.7127442370079,TRUE,TRUE,TRUE,FALSE,1902454
33,340,3.144,59.1798,2024-04-18,-4.011607305167639,-12.636910886595404,35.151080645690826,158.9788845773452,TRUE,FALSE,TRUE,FALSE,1902454
33,380,3.144,59.1798,2024-04-18,-2.514485624644624,-4.831539754142811,35.15124249085952,170.85079795513056,TRUE,FALSE,TRUE,FALSE,1902454
34,260,3.4918,58.5797,2024-04-28,-4.202003232276624,-12.776117525848365,35.330103596053576,164.19888829320925,TRUE,FALSE,TRUE,FALSE,1902454
34,300,3.4918,58.5797,2024-04-28,-5.878820579385522,-17.765491304009988,35.29012500947932,166.3585493875232,TRUE,TRUE,TRUE,FALSE,1902454
34,340,3.4918,58.5797,2024-04-28,-3.518057697538468,-3.0410355148112993,35.297995361509344,188.1207712482833,TRUE,FALSE,TRUE,FALSE,1902454
37,460,4.6227,58.2742,2024-05-28,-5.299801068333087,-3.938118149104591,35.278464117722265,212.78555541549068,TRUE,TRUE,TRUE,FALSE,1902454
38,260,4.3988,57.4427,2024-06-07,-3.381449687244696,-15.135656849932221,35.29280663099218,170.95480730315555,TRUE,TRUE,TRUE,FALSE,1902454
38,300,4.3988,57.4427,2024-06-07,-4.425849956033356,-7.227437576462858,35.269722831229956,183.31917126219022,TRUE,TRUE,TRUE,FALSE,1902454
38,340,4.3988,57.4427,2024-06-07,-5.918055125904152,-4.933978740734607,35.23806886379893,190.20490018862998,TRUE,TRUE,TRUE,FALSE,1902454
39,260,4.5369,56.5569,2024-06-17,-4.841700622075497,-11.652831612910248,35.304081305159436,169.73694639533423,TRUE,TRUE,TRUE,FALSE,1902454
39,300,4.5369,56.5569,2024-06-17,-5.848671414941708,-10.609666228962103,35.27873980393271,175.25264297087406,TRUE,TRUE,TRUE,FALSE,1902454
40,220,4.5614,55.9738,2024-06-27,-2.2153464521712367,-4.874809029623592,35.41788472464876,170.28637791316137,TRUE,FALSE,TRUE,FALSE,1902454
40,380,4.5614,55.9738,2024-06-27,-3.6024170705023857,-4.219750372641407,35.2791097123493,192.26090172315864,TRUE,FALSE,TRUE,FALSE,1902454
40,420,4.5614,55.9738,2024-06-27,-5.846030779365923,-6.185514921531304,35.23161214558035,196.68766996960966,TRUE,TRUE,TRUE,FALSE,1902454
40,660,4.5614,55.9738,2024-06-27,-3.503375299643112,-2.853952455816188,35.25313706729008,230.24288618720539,TRUE,FALSE,TRUE,FALSE,1902454
40,700,4.5614,55.9738,2024-06-27,-2.4565311265993564,-3.16384631369413,35.26879597136969,233.36941643334183,TRUE,TRUE,TRUE,FALSE,1902454
41,340,4.305,55.6639,2024-07-07,-4.163773240052158,-4.0098996891933565,35.32345414878237,190.39837236354657,TRUE,TRUE,TRUE,FALSE,1902454
41,580,4.305,55.6639,2024-07-07,-3.0892330084648716,-4.698050432959024,35.28705626347842,229.09247609055996,TRUE,FALSE,TRUE,FALSE,1902454
42,220,3.8712,55.1718,2024-07-17,-4.550309324445515,-3.5933510192795075,35.36201419474919,153.87566895976923,TRUE,FALSE,TRUE,FALSE,1902454
42,420,3.8712,55.1718,2024-07-17,-5.002544110125589,-4.537266543518599,35.310945729359375,197.74490640569783,TRUE,TRUE,TRUE,FALSE,1902454
42,460,3.8712,55.1718,2024-07-17,-8.201371716476306,-4.834942666624213,35.27349386754364,204.16319402434647,TRUE,TRUE,TRUE,FALSE,1902454
44,380,2.7287,54.496,2024-08-06,-4.539773459598695,-14.300788731038324,35.258984874557264,163.69014488143074,TRUE,TRUE,TRUE,FALSE,1902454
45,220,3.0675,55.1221,2024-08-16,-3.6563860318096078,-8.953605875460509,35.36749957196757,149.50251122363804,TRUE,FALSE,TRUE,FALSE,1902454
45,380,3.0675,55.1221,2024-08-16,-5.840336072926418,-7.015881961059898,35.26732239052232,179.59771837274286,TRUE,TRUE,TRUE,FALSE,1902454
46,300,3.7193,55.7635,2024-08-26,3.2750220875058713,-6.025336692965998,35.38771688213345,164.74955817831088,TRUE,TRUE,TRUE,FALSE,1902454
47,220,3.0234,56.7168,2024-09-05,-2.1913236306238524,-6.854209674141259,35.34409566359055,148.3777900194563,TRUE,FALSE,TRUE,FALSE,1902454
47,340,3.0234,56.7168,2024-09-05,-3.026586628121086,-5.727109619508881,35.28248797266978,171.1868674326462,TRUE,TRUE,TRUE,FALSE,1902454
49,380,2.7489,57.133,2024-09-25,-3.2304719990513195,-16.245679325033763,35.211643067741,145.5118217987208,TRUE,TRUE,TRUE,FALSE,1902454
49,420,2.7489,57.133,2024-09-25,-5.022936313795059,-9.196398144140616,35.19042180150249,162.3179287041888,TRUE,TRUE,TRUE,FALSE,1902454
50,300,2.8706,57.0281,2024-10-05,-5.316868338969373,-9.90320702608937,35.20954171799721,146.78943241058587,TRUE,TRUE,TRUE,FALSE,1902454
50,340,2.8706,57.0281,2024-10-05,-5.1197057433469615,-13.040324417200265,35.19204044588914,149.89791342980837,TRUE,TRUE,TRUE,FALSE,1902454
50,500,2.8706,57.0281,2024-10-05,-7.404969916325105,-2.620565399361631,35.18430201475355,202.9883723697618,TRUE,TRUE,TRUE,FALSE,1902454
1,380,1.9764,65.6137,2023-06-02,-1.9698996477300894,-2.3756815936534936,35.23013189246602,177.206518899983,TRUE,TRUE,TRUE,FALSE,1902455
5,300,1.9627,66.8152,2023-07-12,-3.4360495342904636,-5.9842591763910304,35.21275302358812,157.67229367047648,TRUE,TRUE,TRUE,FALSE,1902455
5,340,1.9627,66.8152,2023-07-12,-3.9304898504386605,-8.036738212115674,35.19565847961977,159.89835322622795,TRUE,TRUE,TRUE,FALSE,1902455
6,340,1.8733,66.7562,2023-07-22,-3.6584265423379665,-6.701396871026533,35.2035406206321,165.40285798780582,TRUE,TRUE,TRUE,FALSE,1902455
7,380,1.3753,67.1556,2023-08-01,-4.161600841374142,-12.888385922798744,35.19891472514014,164.05614912302323,TRUE,TRUE,TRUE,FALSE,1902455
10,220,1.7061,69.0922,2023-08-31,-3.555679824653346,-5.24963658215368,35.282620266046756,163.30773391358264,TRUE,TRUE,TRUE,FALSE,1902455
14,340,1.024,68.0197,2023-10-09,-3.1440822344257535,-7.5515960015283055,35.22546877586882,171.68614754190497,TRUE,TRUE,TRUE,FALSE,1902455
17,340,2.636,66.3952,2023-11-08,-2.0977505060252386,-4.185304114217534,35.257713800967196,178.20527210027885,TRUE,TRUE,TRUE,FALSE,1902455
18,420,2.6,66.3266,2023-11-18,-3.2534076568538857,-3.2794394930932955,35.24781048714406,197.2183548208957,TRUE,TRUE,TRUE,FALSE,1902455
20,340,2.6921,65.7695,2023-12-08,-6.270218503183696,-13.84351734743911,35.23496348134361,168.82888932158806,TRUE,FALSE,TRUE,FALSE,1902455
20,380,2.6921,65.7695,2023-12-08,-7.241476398977912,-13.60498135719943,35.2042148319377,175.2780158644831,TRUE,TRUE,TRUE,FALSE,1902455
21,300,2.6705,65.2809,2023-12-18,-4.028101629643856,-8.369660929027097,35.240794432639746,164.9291188644801,TRUE,TRUE,TRUE,FALSE,1902455
22,260,2.3731,64.4387,2023-12-28,-2.539706820243373,-2.8600127932365855,35.26066202365182,164.65565053772465,TRUE,FALSE,TRUE,FALSE,1902455
27,500,1.6606,62.4036,2024-02-16,-2.381590691862589,-4.184935138126658,35.188991539267995,189.4799935449568,TRUE,TRUE,TRUE,FALSE,1902455
30,380,1.4127,63.8903,2024-03-17,-3.512822752704836,-6.244998262301031,35.21392725660822,165.39843479566332,TRUE,TRUE,TRUE,FALSE,1902455
32,460,2.2322,64.4129,2024-04-06,-3.3611079973070206,-2.6815465496519835,35.203663178556,191.73307409967015,TRUE,TRUE,TRUE,FALSE,1902455
33,420,2.833,64.1329,2024-04-16,-2.268581236745296,-4.075302656399504,35.20016321211031,173.58421178399013,TRUE,TRUE,TRUE,FALSE,1902455
34,220,3.0393,64.0241,2024-04-26,-3.9714617086716935,-4.6231162728176365,35.28515399238587,153.1387951840399,TRUE,FALSE,TRUE,FALSE,1902455
34,420,3.0393,64.0241,2024-04-26,-7.043030509734372,-2.032563220812094,35.21992345077312,177.2474074263451,TRUE,TRUE,TRUE,FALSE,1902455
36,420,3.401,64.2329,2024-05-16,-5.283756706158152,-8.948268381710765,35.25350875892338,189.1330717563821,TRUE,TRUE,TRUE,FALSE,1902455
37,340,3.4988,65.0413,2024-05-26,-5.1432880436334685,-10.822446065773699,35.22804348012777,168.7404457284,TRUE,TRUE,TRUE,FALSE,1902455
37,380,3.4988,65.0413,2024-05-26,-2.687215350351326,-2.0515512431872054,35.24628512398417,186.6721974396575,TRUE,FALSE,TRUE,FALSE,1902455
38,420,2.6358,65.4993,2024-06-06,-3.365472933153845,-4.747049859757419,35.22928096117264,178.67595842295813,TRUE,TRUE,TRUE,FALSE,1902455
39,300,2.9465,65.8358,2024-06-16,-2.9062638514594052,-2.3687135546533957,35.258796367452575,173.68217772514384,TRUE,TRUE,TRUE,FALSE,1902455
39,420,2.9465,65.8358,2024-06-16,-3.8283758235662564,-2.9106011504092937,35.22518482522893,195.3713346648892,TRUE,TRUE,TRUE,FALSE,1902455
40,340,3.0855,66.4602,2024-06-26,-3.213285274905675,-4.107086894040707,35.26543605356848,182.5635027608143,TRUE,FALSE,TRUE,FALSE,1902455
41,460,2.3417,67.2056,2024-07-06,-2.9175221502745248,-16.858786297380032,35.18211674694034,170.5292859387011,TRUE,TRUE,TRUE,FALSE,1902455
43,380,2.2444,68.3583,2024-07-26,-2.8542070309095355,-14.510285111136502,35.22173453808719,173.51207637593794,TRUE,TRUE,TRUE,FALSE,1902455
43,700,2.2444,68.3583,2024-07-26,2.0350263248677884,-3.356644785514976,35.251955286034885,233.85562625413314,TRUE,TRUE,TRUE,FALSE,1902455
44,340,1.8874,69.2189,2024-08-05,-5.851430325725276,-5.408879402198381,35.21985483030295,191.83410426399232,TRUE,TRUE,TRUE,FALSE,1902455
44,420,1.8874,69.2189,2024-08-05,-2.1785333937445515,-7.783723221187317,35.22239654395362,200.78192411375503,TRUE,TRUE,TRUE,FALSE,1902455
44,660,1.8874,69.2189,2024-08-05,2.617926229702217,-4.197817943237578,35.24918719285533,233.3172792536375,TRUE,TRUE,TRUE,FALSE,1902455
45,260,2.4899,70.0551,2024-08-15,2.702176236014632,-8.907420356643502,35.33592420850668,165.99341478978835,TRUE,TRUE,TRUE,FALSE,1902455
45,340,2.4899,70.0551,2024-08-15,-2.111386478344344,-14.974341899583736,35.24821104730128,169.72398411562244,TRUE,TRUE,TRUE,FALSE,1902455
46,260,2.6395,70.3262,2024-08-25,2.941399005188612,-3.633703221942982,35.314791097532236,176.80092780054014,TRUE,TRUE,TRUE,FALSE,1902455
46,340,2.6395,70.3262,2024-08-25,-2.8182134952055478,-8.231448977701655,35.24109770794741,176.49874792256523,TRUE,TRUE,TRUE,FALSE,1902455
